gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,NumServices,AutoPaymentFlag,PremiumCustomerFlag,TotalCharges_log,CustomerLifetimeCategory_Loyal,CustomerLifetimeCategory_Medium,CustomerLifetimeCategory_New,MonthlyChargeCategory_High,MonthlyChargeCategory_Low,MonthlyChargeCategory_Medium,TenureGroup_Growing Customer,TenureGroup_Long-term Customer,TenureGroup_New Customer,TenureGroup_Premium Customer,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes
1,0,0,0,0.06944444444444445,1,0,0,1.0548524851865226,0.0567140291083272,1,98.51,4,1,1,6.201624170863897,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,0,0.3194444444444444,1,0,1,-0.15992112193491323,0.16189204126750187,0,61.130434782608695,3,1,0,7.249215057114389,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,0,0.013888888888888888,1,0,0,-1.51594747407047,0.0022050018422991894,0,19.15,1,0,0,3.0032042883926917,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,0,0.986111111111111,1,2,1,1.1263097561936661,0.8017283069270451,0,98.06830985915494,5,1,1,8.848487761310901,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,1,1.0,1,2,1,1.5899511192400142,0.9357325442151806,0,112.87013888888889,8,1,1,9.003027107867489,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,0.4583333333333333,1,0,0,-1.4677553610656522,0.07947793846720709,0,20.916666666666668,1,0,0,6.538501552836545,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.027777777777777776,1,2,1,0.6942425361504742,0.020898581429624172,1,90.75,3,0,1,5.206750173022546,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,0.3333333333333333,0,1,0,-0.9642308700153169,0.09566138540899043,0,34.61666666666667,2,0,0,6.723592027308811,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,0.7777777777777777,1,2,1,1.1628692901973208,0.6457719233603537,0,100.14999999999999,6,1,1,8.632199040925325,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1,0,0,0,0.5138888888888888,1,0,1,1.0415581091851935,0.4199060427413413,0,98.56216216216217,4,1,1,8.201879525129897,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,0,0,0.5972222222222222,1,2,0,0.6759627691486464,0.4216850128960944,0,85.1686046511628,7,1,1,8.206106010518134,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,0,0,0.013888888888888888,0,1,0,-1.3098846460498705,0.002918892778187178,0,25.35,0,0,0,3.2714682749873716,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0.3472222222222222,1,2,1,1.3356961782145975,0.2955163043478261,1,102.66,6,1,1,7.850687941802713,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0,0.8472222222222222,1,2,0,0.827186296163764,0.6112633566691231,0,87.02786885245901,8,0,1,8.577290615464818,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.2361111111111111,1,2,0,0.7308020701541287,0.16238140198968315,0,82.95588235294117,4,0,1,7.2522311154638714,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,0.5694444444444444,1,0,1,0.7125223031523015,0.3844705692704496,0,81.44024390243902,4,1,1,8.113741055918576,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0.013888888888888888,1,0,0,-0.4690153639658123,0.005832028371407517,1,50.65,2,0,0,3.9444901955656477,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,1,1,1,1.0,0,1,1,0.001273187081200524,0.5449002855563745,0,65.72708333333334,6,1,1,8.462388476041804,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.013888888888888888,1,2,1,0.8670694241677506,0.010460805084745764,1,90.85,4,1,1,4.520156811661135,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,0,0,0,0.6666666666666666,1,2,1,1.440389389225063,0.5834849392041268,0,105.57187499999999,6,1,1,8.530790329922262,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,1,1,0,0.15277777777777776,1,0,0,-1.4893587220678117,0.024727109432571854,1,19.522727272727273,1,0,0,5.374120329963537,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0,0.7638888888888888,1,2,1,0.6875953481498096,0.5612909911569639,1,88.63090909090909,4,0,1,8.492018962867517,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,0.5833333333333333,0,1,1,-0.3327480099521901,0.2704092207074429,0,55.915476190476184,5,0,0,7.76193653719278,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.611111111111111,1,2,1,0.8521132511662559,0.46782885040530586,0,92.3409090909091,4,0,1,8.309922989258318,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,1,0.013888888888888888,1,0,0,-0.6900343649879066,0.005066322770817981,0,44.0,1,0,0,3.8066624897703196,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.375,1,2,1,1.0249401391835322,0.2988266857037583,0,96.12037037037037,4,1,1,7.861823375190322,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,1,1,0,0.375,1,2,1,0.6659919871476498,0.2659301308032425,0,85.53888888888889,7,1,1,7.745240870413761,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,1,0,0,0.027777777777777776,1,0,1,-0.6800635829869099,0.010282332350773768,0,44.65,1,0,0,4.5031374604229395,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.2638888888888889,1,0,0,-1.491020519067978,0.04232106669123066,0,19.344736842105263,1,0,0,5.909576387635298,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0,0.5833333333333333,1,2,1,1.0066603721817051,0.45418432203389836,0,93.91666666666667,4,0,1,8.28033096796109,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.9166666666666666,1,2,1,0.8404806721650927,0.6869415530582167,0,90.39318181818182,8,1,1,8.69399118806683,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0.4583333333333333,1,2,1,1.5002140812310438,0.4254214259395726,0,111.96060606060605,7,1,1,8.214925260636038,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0.4722222222222222,1,0,1,0.30538203811160125,0.29067451179071485,1,74.24852941176471,2,1,1,7.834174543652333,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,1,0,0,0.4583333333333333,0,1,1,-0.33773340095268845,0.20768469049373622,0,54.657575757575756,4,0,0,7.498149651967252,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,1,1,0.3194444444444444,1,0,0,-1.4860351280674797,0.047796149594694186,0,18.047826086956523,1,0,0,6.030925615988895,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.4444444444444444,1,0,0,-1.4960059100684764,0.07186693994104644,0,19.5046875,1,1,0,6.437991620941009,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.15277777777777776,1,0,0,-1.4860351280674797,0.027369657332350777,0,21.60909090909091,1,1,0,5.4752075333447845,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.9583333333333333,1,2,1,1.1528985081963241,0.8068809874723657,1,101.55942028985508,5,1,1,8.854893245389706,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,0,0.9444444444444444,1,0,0,-0.29452667894836937,0.44316507000736927,0,56.6,3,1,0,8.255776477880534,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1,0,0,0,0.2777777777777778,1,0,1,-1.4976677070686424,0.0482912675018423,0,20.97,1,0,0,6.041206639002796,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1.0,1,0,1,-1.4943441130683104,0.16911730840088432,0,20.399305555555557,1,1,0,7.292847597282364,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.8333333333333333,1,2,1,1.0182929511828682,0.6692151805453207,0,96.86666666666666,5,1,1,8.66785206770135,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
1,1,1,1,0.4444444444444444,1,0,1,0.9701008381780505,0.3294779384672071,0,89.4203125,4,0,1,7.9594331804610325,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,0,0,0.013888888888888888,1,0,1,-1.491020519067978,0.0022913596168017687,1,19.9,1,0,0,3.039749158970765,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.013888888888888888,1,0,1,-1.5009913010689746,0.0022568165070007374,1,19.6,1,0,0,3.0252910757955354,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,0,0.041666666666666664,1,2,1,0.5513279941361872,0.026909082535003688,1,77.89999999999999,3,0,1,5.458308102856978,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,1,0,0.6388888888888888,1,2,1,-1.3397969920528607,0.1227604550478998,0,23.17717391304348,2,1,0,6.972746822489577,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0.40277777777777773,1,2,1,0.3386179781149237,0.24744956705969054,0,74.10517241379311,2,0,1,7.67324637666525,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.7083333333333333,1,2,1,0.750743634156122,0.5150377671333826,0,87.70588235294117,5,0,1,8.406038142050075,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0.6666666666666666,1,0,1,0.19570343610063723,0.4081901713338247,0,73.85520833333334,1,1,1,8.173589586929555,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.2222222222222222,1,0,0,0.28211688010927544,0.1376830784819455,0,74.734375,2,1,1,7.0873648282726185,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,0,0.9722222222222222,1,2,1,1.1279715531938321,0.7897591193809875,0,97.9842857142857,6,1,1,8.833448143354206,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,1,1,0.5555555555555556,1,2,1,-1.328164413051698,0.11798774871039058,0,25.6175,2,0,0,6.933130585313365,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.3055555555555555,1,0,0,0.6161380771426661,0.212543754605748,1,83.90454545454546,3,0,1,7.521263836881865,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0,1,0,0,0.013888888888888888,1,0,1,0.3502505571160864,0.008670320560058955,1,75.3,2,1,1,4.334672938290411,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.06944444444444445,1,2,1,-1.3447823830533592,0.015227754237288138,0,26.45,2,0,0,4.892227063045954,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.09722222222222221,1,0,1,0.16911468409797886,0.05935081982313929,0,73.63571428571429,1,1,1,6.246978478452642,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,0.40277777777777773,1,2,0,1.1894580421999785,0.32590848378776716,0,97.60172413793103,6,1,1,7.948544226913045,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1,0,1,1,0.611111111111111,1,2,0,-1.2982520670487077,0.12786707811348566,0,25.238636363636363,2,0,0,7.013465733404251,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.1388888888888889,0,1,0,-0.7997129669988706,0.0517340641120118,0,44.93,3,1,0,6.109914027307526,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,1,1,0,0.7638888888888888,1,2,0,-0.4357794239624898,0.32684114775239503,0,51.61000000000001,2,1,0,7.951400867896387,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,1,0,0.7222222222222222,1,2,1,1.3406815692150957,0.6190585851142226,0,103.39230769230768,6,1,1,8.589960264967118,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,1,0.1388888888888889,1,2,0,0.7042133181514708,0.0988623802505527,0,85.86,3,0,1,6.756467164768355,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0.25,1,2,1,0.36022133911708304,0.16063121775976422,0,77.50277777777778,2,1,1,7.24140209929983,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0.9444444444444444,1,2,0,-0.21642221994056152,0.45777680545320565,0,58.46617647058823,4,1,0,8.288207608618395,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,0.8472222222222222,1,0,1,-1.5076384890696393,0.1361631816507001,1,19.38606557377049,1,0,0,7.076273675632399,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,1.0,0,1,1,0.014567563082529699,0.5508992722918202,0,66.45069444444444,6,1,1,8.473335343352353,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.027777777777777776,1,0,0,-0.37595473195650925,0.013759672070744291,0,59.75,3,0,0,4.791649752930709,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,0.16666666666666666,1,0,1,-0.6435040489832552,0.05974806558585115,1,43.24166666666667,1,1,0,6.25363648538967,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,0.5694444444444444,1,0,1,-1.4960059100684764,0.10356600036845985,0,21.93780487804878,1,0,0,6.802894638365962,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.3611111111111111,0,1,1,-0.6750781919864114,0.13630711127487105,0,45.53076923076923,3,1,0,7.077329262953589,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,0,0.5,1,0,0,-1.4594463760648215,0.0829092207074429,0,20.001388888888886,1,1,0,6.580708483008079,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,1.0,1,2,1,1.638143232244832,0.9750598747236553,0,117.6138888888889,8,1,1,9.044191332181782,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0.4861111111111111,1,2,1,0.8338334841644282,0.3639922623434046,0,90.32,4,1,1,8.059023266876045,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0,0.013888888888888888,1,0,0,-0.3227772279511935,0.0063386606484893155,0,55.05,3,0,0,4.026244149518169,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,1,0.2222222222222222,1,2,1,1.6015836982411773,0.2167637711864407,0,117.659375,7,0,1,7.540913573103083,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,1,0,0,0.6805555555555555,1,2,0,1.222693982203301,0.5838246131171703,0,103.47755102040816,5,1,1,8.531372192589506,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,0,0.75,1,2,1,1.6580847962468257,0.6965618091378041,0,112.02777777777777,8,0,1,8.707896192238108,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,1,0.25,1,2,0,0.001273187081200524,0.13433815401621227,0,64.81666666666666,4,0,1,7.062791281081669,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,0,0.5,1,0,0,0.5197538511330312,0.3382518883566692,0,81.60138888888889,2,0,1,7.985705571202151,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.8333333333333333,1,2,1,1.3672703212177542,0.7365109156226972,1,106.6075,6,0,1,8.763654752450451,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,0,0,0.013888888888888888,1,0,0,0.15914390209698223,0.008008244288872514,1,69.55,1,0,1,4.256321678298823,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.7222222222222222,1,2,1,-1.3198554280508674,0.14626128408253503,0,24.427884615384617,2,1,0,7.14775594736277,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.1111111111111111,1,0,1,0.9966895901807084,0.0874573968312454,0,94.94375,4,0,1,6.634041855757752,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,1,1.0,1,0,0,1.3539759452164248,0.8764220246868093,0,105.71597222222222,6,1,1,8.937553480141082,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0.8888888888888888,1,2,0,-1.33148800705203,0.18915231208548272,0,25.66796875,2,0,0,7.404735495926075,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,0.3055555555555555,1,0,1,0.1657910900976468,0.17794307295504794,0,70.24545454545455,5,0,1,7.343684927894121,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0,1,0,0.8333333333333333,0,1,1,-0.15161213693408263,0.41249078850405313,0,59.70666666666667,5,1,0,8.184067349365797,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,1,1,0.38888888888888884,1,0,1,0.5413572121351905,0.2564365327929256,1,79.53928571428571,2,0,1,7.70890448334336,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,0,0.8472222222222222,1,2,0,-1.341458789053027,0.16326225128960947,0,23.24426229508197,2,0,0,7.257637202513267,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.3333333333333333,1,2,1,1.3091074262119398,0.28724322955047904,0,103.94375000000001,6,0,1,7.822304495297989,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,1,1,0.38888888888888884,1,0,0,0.9352031011745621,0.31875806005895363,0,98.86964285714285,5,1,1,7.926367914605402,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0.41666666666666663,1,0,0,0.53304822713436,0.27280996683861464,0,78.97666666666667,6,1,1,7.770771808396797,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,1,0,0.027777777777777776,1,0,0,-1.4876969250676457,0.004375460574797348,0,19.0,1,0,0,3.6635616461296463,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.013888888888888888,1,2,1,0.3436033691154218,0.0086472918201916,0,75.1,2,0,1,4.33204826486764,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,0.08333333333333333,1,0,0,-1.4993295040688086,0.011617999263080327,0,16.816666666666666,1,0,0,4.623991940228679,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
